Modulo,Domanda,Opzione,Risposta Corretta
Modulo 3 - Unità didattica 2,Nel NIST CSF il Supply Chain Risk Management (SCRM),È l'insieme delle attività necessarie per gestire il rischio di sicurezza informatica associato solamente ai fornitori,FALSO
Modulo 3 - Unità didattica 2,Nel NIST CSF il Supply Chain Risk Management (SCRM),Può includere le attività di verifica che i requisiti di sicurezza informatica dei fornitori siano soddisfatti attraverso una varietà di metodologie di valutazione,VERO
Modulo 3 - Unità didattica 2,Nel NIST CSF il Supply Chain Risk Management (SCRM),Può includere le attività di comunicazione ai clienti di come saranno verificati e convalidati i requisiti di sicurezza dei prodotti realizzati,FALSO
Modulo 3 - Unità didattica 2,"Nel Tier ""Consapevole"" del NIST CSF",Le pratiche di gestione del rischio sono approvate dalla direzione ma potrebbero non essere stabilite come politica a livello di organizzazione,VERO
Modulo 3 - Unità didattica 2,"Nel Tier ""Consapevole"" del NIST CSF",Le pratiche di gestione del rischio dell'organizzazione sono formalmente approvate ed espresse come policy,FALSO
Modulo 3 - Unità didattica 2,"Nel Tier ""Consapevole"" del NIST CSF","Le politiche, i processi e le procedure informative sui rischi sono definiti, implementati come previsto e riesaminati",FALSO
Modulo 3 - Unità didattica 2,"Nel Tier ""Consapevole"" del NIST CSF",Non è stato stabilito un approccio a livello di organizzazione alla gestione del rischio di sicurezza informatica,VERO
Modulo 3 - Unità didattica 2,"Nel Tier ""Consapevole"" del NIST CSF",L'organizzazione comprende il proprio ruolo nell'ecosistema più ampio rispetto ai rapporti dipendenti o di dipendenza ma non a entrambi,VERO
Modulo 3 - Unità didattica 2,"Nel Tier ""Consapevole"" del NIST CSF",L'organizzazione comprende completamente il proprio ruolo nel suo ecosistema e contribuisce alla comprensione dei rischi verso l'esterno,FALSO
Modulo 3 - Unità didattica 2,"Nell'Area Tematica dei Requisiti ISO 27001 ""Leadership""",Si richiede che l'alta direzione debba dimostrare leadership e impegno in relazione al sistema di gestione della sicurezza delle informazioni.,VERO
Modulo 3 - Unità didattica 2,"Nell'Area Tematica dei Requisiti ISO 27001 ""Leadership""",Si richiede che l'alta direzione debba dimostrare leadership e impegno in relazione allo sviluppo del sistema informativo.,FALSO
Modulo 3 - Unità didattica 2,"Nell'Area Tematica dei Requisiti ISO 27001 ""Leadership""",Si richiede che l'alta direzione deve dimostrare leadership e impegno per assicurare che siano disponibili le risorse necessarie per il sistema di gestione della sicurezza delle informazioni.,VERO
Modulo 3 - Unità didattica 2,"Nell'Area Tematica dei Requisiti ISO 27001 ""Leadership""",L'alta direzione deve stabilire una politica di sicurezza delle informazioni che sia adeguata allo scopo dell'organizzazione.,VERO
Modulo 3 - Unità didattica 2,"Nell'Area Tematica dei Requisiti ISO 27001 ""Leadership""",L'alta direzione deve garantire che le responsabilità e le autorità per i ruoli rilevanti per le informazioni di sicurezza vengono assegnate e comunicate all'interno dell'organizzazione.,VERO
Modulo 3 - Unità didattica 2,"Nell'Area Tematica dei Requisiti ISO 27001 ""Leadership""",L'alta direzione deve garantire che le responsabilità e le autorità per i ruoli rilevanti per le informazioni di sicurezza vengono assegnate secondo criteri soggettivi.,FALSO
Modulo 3 - Unità didattica 2,"Nell'Area Tematica dei Requisiti ISO 27001 ""Pianificazione""",L'organizzazione deve determinare i rischi e le opportunità che devono essere affrontati per garantire che il sistema di gestione della sicurezza delle informazioni possa raggiungere i risultati previsti.,VERO
Modulo 3 - Unità didattica 2,"Nell'Area Tematica dei Requisiti ISO 27001 ""Pianificazione""","L'organizzazione deve determinare i rischi e le opportunità che devono essere affrontati per prevenire, o ridurre, effetti indesiderati nel raggiungimento dei risultati previsti.",VERO
Modulo 3 - Unità didattica 2,"Nell'Area Tematica dei Requisiti ISO 27001 ""Pianificazione""",L'organizzazione deve determinare i rischi e le opportunità che devono essere affrontati per mantenere almeno costante il livello di sicurezza.,FALSO
Modulo 3 - Unità didattica 2,"Nell'Area Tematica dei Requisiti ISO 27001 ""Pianificazione""",L'organizzazione deve definire e applicare un processo di valutazione del rischio per la sicurezza delle informazioni che stabilisce e aggiorna i criteri di rischio per la sicurezza delle informazioni.,VERO
Modulo 3 - Unità didattica 2,"Nell'Area Tematica dei Requisiti ISO 27001 ""Pianificazione""","L'organizzazione deve definire e applicare un processo di valutazione del rischio per la sicurezza delle informazioni in maniera indipendente, senza prendere in considerazioni altre normative come il GDPR.",FALSO
Modulo 3 - Unità didattica 2,"Nell'Area Tematica dei Requisiti ISO 27001 ""Pianificazione""","L'organizzazione deve determinare i rischi e le opportunità che garantisce che ripetute valutazioni del rischio per la sicurezza delle informazioni producano risultati coerenti, validi e comparabili.",VERO
Modulo 3 - Unità didattica 2,Nella revisione 2022 del documento ISO 27001:,"Il nuovo nome è: ""Information security, cybersecurity and breach protection-Information security management systems-Requirements""",FALSO
Modulo 3 - Unità didattica 2,Nella revisione 2022 del documento ISO 27001:,"Il nuovo nome è: ""Information security, cybersecurity and privacy protection-Information security management systems-Requirements""",VERO
Modulo 3 - Unità didattica 2,Nella revisione 2022 del documento ISO 27001:,Un certo numero di controlli è rimasto invariato,VERO
Modulo 3 - Unità didattica 2,Nella revisione 2022 del documento ISO 27001:,Molti controlli sono stati accorpati,VERO
Modulo 3 - Unità didattica 2,Nella revisione 2022 del documento ISO 27001:,Nessun controllo è effettivamente nuovo,FALSO
Modulo 3 - Unità didattica 2,Nella revisione 2022 del documento ISO 27001:,Oltre il 50% di controlli sono nuovi,FALSO
Modulo 3 - Unità didattica 2,NIST Special Publication 800-53 Rev. 5,"Fornisce un catalogo di controlli di sicurezza e privacy per i sistemi informativi e le organizzazioni per proteggere le operazioni e le risorse organizzative, gli individui, le aziende e la nazione da una serie diversificata di minacce e rischi di varia natura.",VERO
Modulo 3 - Unità didattica 2,NIST Special Publication 800-53 Rev. 5,"Fornisce un catalogo di controlli di sicurezza e privacy per i sistemi informativi e le aziende per proteggere le operations e le risorse organizzative, gli individui, le aziende e la nazione da minacce e rischi di varia natura.",VERO
Modulo 3 - Unità didattica 2,NIST Special Publication 800-53 Rev. 5,"Sono un catalogo di controlli, ovvero contromisure, estratti direttamente e senza variazioni dal FISMA (Federal Information Security Modernization Act).",FALSO
Modulo 3 - Unità didattica 2,NIST Special Publication 800-53 Rev. 5,Ha come titolo: “Security and Privacy Controls for Information Systems and Organizations”.,VERO
Modulo 3 - Unità didattica 2,NIST Special Publication 800-53 Rev. 5,Ha come titolo: “Security Controls for Information Systems and Organizations”.,FALSO
Modulo 3 - Unità didattica 2,NIST Special Publication 800-53 Rev. 5,Ha come titolo: “Security and Privacy Controls for the Government Information Systems”.,FALSO
Modulo 3 - Unità didattica 2,Per cosa differiscono i sistemi di controllo e automazione industriale (IACS) rispetto ai sistemi IT?,"I sistemi IACS mirano a controllare e automatizzare processi fisici, i sistemi IT, invece, si concentrano sulla gestione dell'informazione e della comunicazione",VERO
Modulo 3 - Unità didattica 2,Per cosa differiscono i sistemi di controllo e automazione industriale (IACS) rispetto ai sistemi IT?,"I sistemi IACS hanno un funzionamento real time e deterministico, quasi mai i sistemi IT hanno caratteristiche così stringenti.",VERO
Modulo 3 - Unità didattica 2,Per cosa differiscono i sistemi di controllo e automazione industriale (IACS) rispetto ai sistemi IT?,I sistemi IACS hanno sistemi operativi standard MS Windows a Linux i sistemi IT solamente MS Windows,FALSO
Modulo 3 - Unità didattica 2,Per cosa differiscono i sistemi di controllo e automazione industriale (IACS) rispetto ai sistemi IT?,"I rischi di Cybersecurity relativi agli IACS possono riguardare la business continuity e la safety, i sistemi IT hanno come rischi primari la perdita della triade CIA",VERO
Modulo 3 - Unità didattica 2,Per cosa differiscono i sistemi di controllo e automazione industriale (IACS) rispetto ai sistemi IT?,"I sistemi IACS necessitano di hardware industriale dedicato e specifico, almento per la parte di controllo, i sistemi di IT utilizzano prevalentemente hardware di mercato",VERO
Modulo 3 - Unità didattica 2,Per cosa differiscono i sistemi di controllo e automazione industriale (IACS) rispetto ai sistemi IT?,Gli ambienti di configurazione e i linguaggi di programmazione per entrambe le tipologie dei sistemi sono identici.,FALSO
Modulo 3 - Unità didattica 2,Perché è stato realizzato lo standard IEC 62443?,"Perché all’interno di un’organizzazione esistono una molteplicità di sistemi intelligenti (dotati di CPU), rilevanti per la continuità del business, oltre ai comuni computer",VERO
Modulo 3 - Unità didattica 2,Perché è stato realizzato lo standard IEC 62443?,Per avere solamente uno standard di sicurezza informatica all’interno delle aziende industriali,FALSO
Modulo 3 - Unità didattica 2,Perché è stato realizzato lo standard IEC 62443?,Formalmente per realizzare un sistema di gestione in grado di affrontare e mitigare le vulnerabilità di sicurezza nei sistemi di controllo e automazione industriale (IACS),VERO
Modulo 3 - Unità didattica 2,Perché è stato realizzato lo standard IEC 62443?,Perché gli standard di sicurezza informatica più diffusi non riescono a rispondere a tutti i paradigmi di funzionamento dei sistemi all’interno di un’organizzazione,VERO
Modulo 3 - Unità didattica 2,Perché è stato realizzato lo standard IEC 62443?,Per avere uno standard con requisiti applicabili solamente nei reparti produttivi,FALSO
Modulo 3 - Unità didattica 2,Perché è stato realizzato lo standard IEC 62443?,Per avere uno standard che permetta di proteggere i reparti produttivi da vettori d’attacco provenienti anche dalla rete office,VERO
Modulo 3 - Unità didattica 2,Quale dei seguenti controlli ISO 27001:2022 sono stati creati a supporto della normativa GDPR?,Threat Intelligence,FALSO
Modulo 3 - Unità didattica 2,Quale dei seguenti controlli ISO 27001:2022 sono stati creati a supporto della normativa GDPR?,Data masking,VERO
Modulo 3 - Unità didattica 2,Quale dei seguenti controlli ISO 27001:2022 sono stati creati a supporto della normativa GDPR?,Data leakage prevention,VERO
Modulo 3 - Unità didattica 2,Quale dei seguenti controlli ISO 27001:2022 sono stati creati a supporto della normativa GDPR?,Monitoring activities;,FALSO
Modulo 3 - Unità didattica 2,Quale dei seguenti controlli ISO 27001:2022 sono stati creati a supporto della normativa GDPR?,ICT readiness for business continuity;,FALSO
Modulo 3 - Unità didattica 2,Quale dei seguenti controlli ISO 27001:2022 sono stati creati a supporto della normativa GDPR?,Information deletion,VERO
Modulo 3 - Unità didattica 2,Quale di queste aree non è un requisito di un ISMS ISO 27001 (Variante A),Contesto dell'Organizzazione,VERO
Modulo 3 - Unità didattica 2,Quale di queste aree non è un requisito di un ISMS ISO 27001 (Variante A),Leadership,VERO
Modulo 3 - Unità didattica 2,Quale di queste aree non è un requisito di un ISMS ISO 27001 (Variante A),Pianificazione,VERO
Modulo 3 - Unità didattica 2,Quale di queste aree non è un requisito di un ISMS ISO 27001 (Variante A),Supporto,VERO
Modulo 3 - Unità didattica 2,Quale di queste aree non è un requisito di un ISMS ISO 27001 (Variante A),Business Continuity,FALSO
Modulo 3 - Unità didattica 2,Quale di queste aree non è un requisito di un ISMS ISO 27001 (Variante A),Data Security,FALSO
Modulo 3 - Unità didattica 2,Quale di queste aree non è un requisito di un ISMS ISO 27001 (Variante B),Leadership,VERO
Modulo 3 - Unità didattica 2,Quale di queste aree non è un requisito di un ISMS ISO 27001 (Variante B),Pianificazione,VERO
Modulo 3 - Unità didattica 2,Quale di queste aree non è un requisito di un ISMS ISO 27001 (Variante B),Attività Operative,VERO
Modulo 3 - Unità didattica 2,Quale di queste aree non è un requisito di un ISMS ISO 27001 (Variante B),Disaster Recovery,FALSO
Modulo 3 - Unità didattica 2,Quale di queste aree non è un requisito di un ISMS ISO 27001 (Variante B),Supporto,VERO
Modulo 3 - Unità didattica 2,Quale di queste aree non è un requisito di un ISMS ISO 27001 (Variante B),Data Entry,FALSO
Modulo 3 - Unità didattica 2,Quali dei seguenti gruppi di norme fanno parte della famiglia degli Standard ISO/IEC 27000?,Norme che descrivono una panoramica e la terminologia o vocabolario.,VERO
Modulo 3 - Unità didattica 2,Quali dei seguenti gruppi di norme fanno parte della famiglia degli Standard ISO/IEC 27000?,Norme che specificano i requisiti.,VERO
Modulo 3 - Unità didattica 2,Quali dei seguenti gruppi di norme fanno parte della famiglia degli Standard ISO/IEC 27000?,Norme che identificano i processi.,FALSO
Modulo 3 - Unità didattica 2,Quali dei seguenti gruppi di norme fanno parte della famiglia degli Standard ISO/IEC 27000?,Norme che descrivono le linee guida dettagliate.,FALSO
Modulo 3 - Unità didattica 2,Quali dei seguenti gruppi di norme fanno parte della famiglia degli Standard ISO/IEC 27000?,Norme che descrivono le linee guida negli specifici ambiti/settori.,VERO
Modulo 3 - Unità didattica 2,Quali dei seguenti gruppi di norme fanno parte della famiglia degli Standard ISO/IEC 27000?,Norme aggiunte che descrivono delle direttive specializzate.,VERO
Modulo 3 - Unità didattica 2,Quali dei seguenti sono Foundational Requirements secondo ISA/IEC 62443,Identification and Authentication Control (IAC).,VERO
Modulo 3 - Unità didattica 2,Quali dei seguenti sono Foundational Requirements secondo ISA/IEC 62443,User Controller (UCR).,FALSO
Modulo 3 - Unità didattica 2,Quali dei seguenti sono Foundational Requirements secondo ISA/IEC 62443,System Integrity (SI).,VERO
Modulo 3 - Unità didattica 2,Quali dei seguenti sono Foundational Requirements secondo ISA/IEC 62443,Data Confidentiality (DC).,VERO
Modulo 3 - Unità didattica 2,Quali dei seguenti sono Foundational Requirements secondo ISA/IEC 62443,Restrict Data Flow (RDF).,VERO
Modulo 3 - Unità didattica 2,Quali dei seguenti sono Foundational Requirements secondo ISA/IEC 62443,Resource Providing (RP).,FALSO
Modulo 3 - Unità didattica 2,Quali dei seguenti sono gli elementi di valutazione dei Tier (I Livelli di implementazione) del NIST CSF?,Processo di gestione del rischio,VERO
Modulo 3 - Unità didattica 2,Quali dei seguenti sono gli elementi di valutazione dei Tier (I Livelli di implementazione) del NIST CSF?,Livello tecnologico,FALSO
Modulo 3 - Unità didattica 2,Quali dei seguenti sono gli elementi di valutazione dei Tier (I Livelli di implementazione) del NIST CSF?,Programma integrato di gestione del rischio,VERO
Modulo 3 - Unità didattica 2,Quali dei seguenti sono gli elementi di valutazione dei Tier (I Livelli di implementazione) del NIST CSF?,Valutazione del rischio effettivo,FALSO
Modulo 3 - Unità didattica 2,Quali dei seguenti sono gli elementi di valutazione dei Tier (I Livelli di implementazione) del NIST CSF?,Valutazione della resilienza in relazione alla Business Continuity,FALSO
Modulo 3 - Unità didattica 2,Quali dei seguenti sono gli elementi di valutazione dei Tier (I Livelli di implementazione) del NIST CSF?,Partecipazione esterna,VERO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono Aree di Controllo secondo ISO 27001 2013?,Politiche per la sicurezza delle informazioni.,VERO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono Aree di Controllo secondo ISO 27001 2013?,Organizzazione della sicurezza delle informazioni.,VERO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono Aree di Controllo secondo ISO 27001 2013?,Sicurezza del personale.,VERO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono Aree di Controllo secondo ISO 27001 2013?,Gestione dell'infrastruttura di rete.,FALSO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono Aree di Controllo secondo ISO 27001 2013?,"Controllo degli accessi ""fisici"" ai sistemi, agli asset e gli apparati.",FALSO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono Aree di Controllo secondo ISO 27001 2013?,Crittografia.,VERO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono Aree di Controllo secondo ISO 27001 2013?,(Variante B) Sicurezza logica e ambientale.,FALSO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono Aree di Controllo secondo ISO 27001 2013?,(Variante B) Sicurezza delle attività operative.,VERO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono Aree di Controllo secondo ISO 27001 2013?,(Variante B) Sicurezza delle reti e dei sistemi di comunicazione.,VERO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono Aree di Controllo secondo ISO 27001 2013?,"(Variante B) Acquisizione, sviluppo e manutenzione dei sistemi.",VERO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono Aree di Controllo secondo ISO 27001 2013?,(Variante B) Gestione della catena di fornitura.,FALSO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono Aree di Controllo secondo ISO 27001 2013?,(Variante B) Gestione degli incidenti relativi alla sicurezza delle informazioni.,VERO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono aree tematiche dei requisiti di un ISMS secondo ISO/IEC 27001:2022?,Context of the organization (Comprensione del contesto dell'organizzazione),VERO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono aree tematiche dei requisiti di un ISMS secondo ISO/IEC 27001:2022?,"Leadership (Leadership, coinvolgimento e focalizzazione del top management su CS)",VERO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono aree tematiche dei requisiti di un ISMS secondo ISO/IEC 27001:2022?,Planning (Corretta pianificazione delle operations di CS),VERO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono aree tematiche dei requisiti di un ISMS secondo ISO/IEC 27001:2022?,Supporto Tecnico (Disponibilità del reparto tecnico di supporto),FALSO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono aree tematiche dei requisiti di un ISMS secondo ISO/IEC 27001:2022?,"Operation (Attività operative: pianificazione e controllo, valutazione del rischio...)",VERO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono aree tematiche dei requisiti di un ISMS secondo ISO/IEC 27001:2022?,Performance Evaluation (Monitoraggio e Audit delle prestazioni di CS),VERO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono le principali differenze tra NIST Cyber Security Framework e ISO 27001,"Il NIST è stato creato principalmente per la gestione del rischio sulle informazioni, ISO 27001 è invece un approccio riconosciuto a livello internazionale per la creazione e il mantenimento di un ISMS",VERO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono le principali differenze tra NIST Cyber Security Framework e ISO 27001,"ISO 27001 è volontario, mentre il NIST CSF prevede la certificazione",FALSO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono le principali differenze tra NIST Cyber Security Framework e ISO 27001,"Il framework NIST CSF ha vari cataloghi di controllo e cinque funzioni per personalizzare i controlli di sicurezza informatica, mentre ISO 27001: 2022 ha 93 controlli organizzati in 4 gruppi per guidare le organizzazioni attraverso i loro ISMS",VERO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono le principali differenze tra NIST Cyber Security Framework e ISO 27001,"La ISO 27001 è meno tecnica, con maggiore enfasi sulla gestione basata sul rischio",VERO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono le principali differenze tra NIST Cyber Security Framework e ISO 27001,"La ISO 27001 è più tecnica, con minore enfasi sulla gestione basata sul rischio",FALSO
Modulo 3 - Unità didattica 2,Quali delle seguenti sono le principali differenze tra NIST Cyber Security Framework e ISO 27001,"La ISO 27001 è una buona scelta per certificare le organizzazioni che hanno maturità operativa, mentre il NIST CSF può essere più adatto per le organizzazioni che si trovano nelle fasi iniziali dello sviluppo di un programma di rischio per la sicurezza informatica",VERO
Modulo 3 - Unità didattica 2,Secondo ISA/IEC 62443 i requisiti di un CSMS (Cybersecurity Management System),Sono definiti nel livello 2 della serie di standard,VERO
Modulo 3 - Unità didattica 2,Secondo ISA/IEC 62443 i requisiti di un CSMS (Cybersecurity Management System),Sono raggruppati in elementi ulteriormente raccolti in categorie e ancora in macro-categorie,VERO
Modulo 3 - Unità didattica 2,Secondo ISA/IEC 62443 i requisiti di un CSMS (Cybersecurity Management System),Sono raggruppati in livelli e sottolivelli di controlli,FALSO
Modulo 3 - Unità didattica 2,Secondo ISA/IEC 62443 i requisiti di un CSMS (Cybersecurity Management System),Sono raggruppati in elementi che contengono i possibili risultati ottenibili dall'utilizzo dei requisiti,FALSO
Modulo 3 - Unità didattica 2,Secondo ISA/IEC 62443 i requisiti di un CSMS (Cybersecurity Management System),"Sono raggruppati in elementi che posseggono Obiettivi, Fondamenti Logici e Descrizioni",VERO
Modulo 3 - Unità didattica 2,Secondo ISA/IEC 62443 i requisiti di un CSMS (Cybersecurity Management System),"Sono suddivisi inizialmente in tre macrocategorie (Analizzare il Rischio, Indirizzare il Rischio e Monitorare e Migliorare il Rischio di un CSMS)",VERO
Modulo 3 - Unità didattica 2,Secondo ISO 27002 2013 un Obiettivo di Controllo è,È la dichiarazione di cosa si vuole raggiungere.,VERO
Modulo 3 - Unità didattica 2,Secondo ISO 27002 2013 un Obiettivo di Controllo è,È il controllo stesso.,FALSO
Modulo 3 - Unità didattica 2,Secondo ISO 27002 2013 un Obiettivo di Controllo è,È la descrizione estesa della finalità dello specifico controllo.,VERO
Modulo 3 - Unità didattica 2,Secondo ISO 27002 2013 un Obiettivo di Controllo è,È di fatto la Categoria del Controllo.,FALSO
Modulo 3 - Unità didattica 2,Secondo ISO 27002 2013 un Obiettivo di Controllo è,È l’appropriata contromisura in esame.,FALSO
Modulo 3 - Unità didattica 2,Secondo ISO 27002 2013 un Obiettivo di Controllo è,Nessuno dei precedenti.,FALSO
Modulo 3 - Unità didattica 2,Secondo ISO 27002 2013 una Categoria di Controllo è,Il controllo stesso.,FALSO
Modulo 3 - Unità didattica 2,Secondo ISO 27002 2013 una Categoria di Controllo è,È la dichiarazione estesa dell’obiettivo che si vuole raggiungere.,VERO
Modulo 3 - Unità didattica 2,Secondo ISO 27002 2013 una Categoria di Controllo è,È di fatto l’Area del Controllo.,FALSO
Modulo 3 - Unità didattica 2,Secondo ISO 27002 2013 una Categoria di Controllo è,È l’appropriata contromisura in esame.,FALSO
Modulo 3 - Unità didattica 2,Secondo ISO 27002 2013 una Categoria di Controllo è,È la descrizione della finalità dello specifico controllo.,VERO
Modulo 3 - Unità didattica 2,Secondo ISO 27002 2013 una Categoria di Controllo è,Uno dei tre livelli dello schema con cui sono strutturati i controlli.,VERO
Modulo 3 - Unità didattica 2,Un ISMS per ISO/IEC 27000 è un insieme di regole che un'azienda deve stabilire per:,Identificare gli stakeholder e le loro aspettative nei confronti dell'azienda in termini di sicurezza delle informazioni,VERO
Modulo 3 - Unità didattica 2,Un ISMS per ISO/IEC 27000 è un insieme di regole che un'azienda deve stabilire per:,Identificare quali rischi logici e fisici esistono per le persone all'interno dell'organizzazione,FALSO
Modulo 3 - Unità didattica 2,Un ISMS per ISO/IEC 27000 è un insieme di regole che un'azienda deve stabilire per:,Definire i controlli e altri metodi di mitigazione per soddisfare le aspettative (al punto 1) identificate e gestire i rischi,VERO
Modulo 3 - Unità didattica 2,Un ISMS per ISO/IEC 27000 è un insieme di regole che un'azienda deve stabilire per:,Fissare obiettivi qualitativi e generici su ciò che deve essere raggiunto con la sicurezza delle informazioni,FALSO
Modulo 3 - Unità didattica 2,Un ISMS per ISO/IEC 27000 è un insieme di regole che un'azienda deve stabilire per:,Misurare continuamente che i controlli implementati siano effettivamente efficaci,VERO
Modulo 3 - Unità didattica 2,Un ISMS per ISO/IEC 27000 è un insieme di regole che un'azienda deve stabilire per:,Migliorare continuativamente la postura dell'organizzazione relativamente alle problematiche di Cybersecurity,VERO
Modulo 3 - Unità didattica 2,Un Sistema di Gestione della Cybersecurity,"Serve a definire processi, ruoli e misure per proteggere le informazioni e i sistemi aziendali",VERO
Modulo 3 - Unità didattica 2,Un Sistema di Gestione della Cybersecurity,Deve essere aggiornato e migliorato in modo continuo per restare efficace contro nuove minacce,VERO
Modulo 3 - Unità didattica 2,Un Sistema di Gestione della Cybersecurity,"Si concentra esclusivamente sulla protezione delle reti informatiche, senza considerare persone e processi.",FALSO
Modulo 3 - Unità didattica 2,Un Sistema di Gestione della Cybersecurity,Elimina completamente ogni rischio di attacco informatico,FALSO
Modulo 3 - Unità didattica 2,Un Sistema di Gestione della Cybersecurity,Può essere conforme a standard internazionali come la ISO/IEC 27001,VERO
Modulo 3 - Unità didattica 2,Un Sistema di Gestione della Cybersecurity,La sola realizzazione permette di essere conforme con le normative internazionali,FALSO
Modulo 3 - Unità didattica 2,Un Sistema di Gestione della Sicurezza delle Informazioni (ISMS),E' un insieme di regole che un'azienda deve stabilire nell'ambito della cybersecurity utilizzando o meno uno standard di riferimento,VERO
Modulo 3 - Unità didattica 2,Un Sistema di Gestione della Sicurezza delle Informazioni (ISMS),Deve necessariamente identificare gli stakeholder e le loro aspettative nei confronti dell'azienda in termini di sicurezza delle informazioni,VERO
Modulo 3 - Unità didattica 2,Un Sistema di Gestione della Sicurezza delle Informazioni (ISMS),Deve Identificare gli asset dell'azienda o dell'organizzazione e quali rischi esistono per le informazioni,VERO
Modulo 3 - Unità didattica 2,Un Sistema di Gestione della Sicurezza delle Informazioni (ISMS),Deve essere progettato con criteriti di security by design in modo che si possa mantenere inalterato il più possibile nel tempo,FALSO
Modulo 3 - Unità didattica 2,Un Sistema di Gestione della Sicurezza delle Informazioni (ISMS),Deve selezionare le contromisure necessarie (organizzative o tecnologiche) per mitigare il rischio di cybersecurity,VERO
Modulo 3 - Unità didattica 2,Un Sistema di Gestione della Sicurezza delle Informazioni (ISMS),"Può adottare lo standard ISO 27000 e deve, qundi, obbligatoriamente certificarsi",FALSO
Modulo 3 - Unità didattica 2,Zone e conduit secondo ISA/IEC 62443,Sono elementi chiave per la segmentazione della rete e la gestione della sicurezza negli ambienti di controllo industriale,VERO
Modulo 3 - Unità didattica 2,Zone e conduit secondo ISA/IEC 62443,Sono elementi chiave per la segmentazione della rete e la gestione della sicurezza anche fuori dagli ambiti industriali,VERO
Modulo 3 - Unità didattica 2,Zone e conduit secondo ISA/IEC 62443,"Aiutano a ridurre l'impatto di eventuali violazioni della sicurezza, limitando la propagazione di attacchi.",VERO
Modulo 3 - Unità didattica 2,Zone e conduit secondo ISA/IEC 62443,"Sono definiti mediante un approccio basato sul rischio, valutando cioè le minacce e i potenziali impatti di ogni area",VERO
Modulo 3 - Unità didattica 2,Zone e conduit secondo ISA/IEC 62443,Sono definiti mediante un approccio basato unicamente sul rischio di perdita dei dati sensibili,FALSO
Modulo 3 - Unità didattica 2,Zone e conduit secondo ISA/IEC 62443,Sono definiti indipendentemente dall' inventario degli asset e dei loro ruoli all'interno delle rete industriale.,FALSO
